brand_name,generic_name,status,reason_for_shortage,update_date,initial_posting_date
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/17/2026,01/01/2012
VUITY,PILOCARPINE HYDROCHLORIDE,To Be Discontinued,,03/24/2026,03/24/2026
ESZOPICLONE,ESZOPICLONE,To Be Discontinued,,06/26/2025,06/26/2025
HYRIMOZ,ADALIMUMAB-ADAZ,To Be Discontinued,,04/14/2025,04/14/2025
LOTREL,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,To Be Discontinued,,06/24/2025,06/24/2025
,Methotrexate Injection,To Be Discontinued,,08/29/2025,08/29/2025
AZACITIDINE,AZACITIDINE,Current,,03/16/2026,12/22/2020
,Frovatriptan Succinate Tablet,To Be Discontinued,,02/24/2026,02/24/2026
PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,Current,,03/12/2026,11/21/2023
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/17/2026,01/01/2012
OMEPRAZOLE,OMEPRAZOLE,To Be Discontinued,,10/09/2025,10/09/2025
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,09/17/2025,04/10/2020
METHOTREXATE,METHOTREXATE,Current,,03/17/2026,03/13/2023
VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,To Be Discontinued,,11/21/2025,11/21/2025
HALDOL DECANOATE,HALOPERIDOL DECANOATE,To Be Discontinued,,04/07/2025,04/07/2025
QUINAPRIL,QUINAPRIL,Current,,02/02/2026,01/19/2023
FUROSEMIDE,FUROSEMIDE,Current,,03/16/2026,04/07/2020
PHENOBARBITAL,PHENOBARBITAL,To Be Discontinued,,10/31/2025,10/31/2025
DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,Current,,03/02/2026,04/10/2020
CONCERTA,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/17/2026,07/26/2023
BACLOFEN,BACLOFEN,To Be Discontinued,,04/23/2025,04/23/2025
,Hydrochlorothiazide; Quinapril Hydrochloride Tablet,To Be Discontinued,,10/01/2025,10/01/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,01/08/2026,02/15/2023
FUROSEMIDE,FUROSEMIDE,Current,,03/16/2026,04/07/2020
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,11/21/2025,11/21/2025
,Dextrose Monohydrate 50% Injection,Current,,03/13/2026,01/13/2022
METOPROLOL TARTRATE,METOPROLOL TARTRATE,To Be Discontinued,,06/03/2025,06/03/2025
BUMETANIDE,BUMETANIDE,To Be Discontinued,,05/02/2025,05/02/2025
,Ketorolac Tromethamine Injection,Current,,09/29/2025,03/23/2018
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,03/23/2018
HEPARIN SODIUM,HEPARIN SODIUM,To Be Discontinued,,04/29/2025,04/29/2025
QUINAPRIL,QUINAPRIL,Current,,03/02/2026,01/19/2023
DIVALPROEX SODIUM,DIVALPROEX SODIUM,To Be Discontinued,,04/28/2025,04/28/2025
MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE,Current,,03/16/2026,04/02/2020
MARCAINE WITH EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/13/2026,02/20/2018
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,03/13/2026,03/26/2018
ATROPINE SULFATE,ATROPINE SULFATE,Current,,03/13/2026,01/01/2012
HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,Resolved,,02/24/2026,03/24/2023
QUINAPRIL AND HYDROCHLOROTHIAZIDE,QUINAPRIL AND HYDROCHLOROTHIAZIDE,Current,,02/02/2026,01/19/2023
,Esterified Estrogens Tablet,To Be Discontinued,,07/29/2025,07/29/2025
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/12/2026,11/03/2017
CLEOCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Current,,03/27/2026,03/21/2023
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/24/2026,10/12/2022
SODIUM BICARBONATE,SODIUM BICARBONATE,Current,,03/17/2026,07/24/2017
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/16/2026,11/01/2017
RIFAMPIN,RIFAMPIN,Current,,03/05/2026,12/22/2021
ETOMIDATE,ETOMIDATE,Current,,03/18/2026,10/05/2022
NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,Resolved,,02/11/2026,02/29/2024
CLONAZEPAM,CLONAZEPAM,Current,,01/05/2026,03/10/2023
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE ANHYDROUS,Current,,02/19/2026,06/14/2018
NORDITROPIN,SOMATROPIN,To Be Discontinued,,11/14/2025,11/14/2025
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,03/23/2026,06/06/2018
TEGLUTIK,RILUZOLE,Current,,03/16/2026,01/26/2024
FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,To Be Discontinued,,09/18/2025,09/18/2025
OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,To Be Discontinued,,09/11/2025,09/11/2025
DESONIDE,DESONIDE,To Be Discontinued,,05/28/2025,05/28/2025
XYLOCAINE MPF,LIDOCAINE HYDROCHLORIDE,Current,,03/17/2026,02/22/2012
HALCION,TRIAZOLAM,To Be Discontinued,,09/29/2025,09/29/2025
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,11/13/2025,03/27/2018
FUROSEMIDE,FUROSEMIDE,Current,,08/19/2025,04/07/2020
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,To Be Discontinued,,06/13/2025,06/13/2025
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/17/2026,02/08/2019
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
VIDAZA,AZACITIDINE,Current,,03/17/2026,12/18/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,03/23/2018
HEPARIN SODIUM,HEPARIN SODIUM,Current,,03/13/2026,11/14/2017
REYATAZ,ATAZANAVIR,To Be Discontinued,,06/04/2025,06/04/2025
DEXMEDETOMIDINE,DEXMEDETOMIDINE,Current,,03/02/2026,04/10/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/18/2026,07/14/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
SODIUM ACETATE,SODIUM ACETATE,Current,,03/13/2026,02/03/2016
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/13/2026,11/01/2017
PHENERGAN,PROMETHAZINE HYDROCHLORIDE,Current,,03/12/2026,11/21/2023
DEXMEDETOMIDINE HCL,DEXMEDETOMIDINE HCL,Current,,03/12/2026,04/10/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,02/20/2018
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
STERILE WATER,WATER,Current,,03/19/2026,04/28/2023
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/13/2026,10/31/2017
REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL HYDROCHLORIDE,Current,,03/12/2026,06/28/2022
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/18/2026,03/01/2022
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/12/2026,07/14/2023
CASPOFUNGIN ACETATE,CASPOFUNGIN ACETATE,To Be Discontinued,,01/12/2026,01/12/2026
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE CAPSULES,Current,,11/05/2025,07/14/2023
AZITHROMYCIN,AZITHROMYCIN,To Be Discontinued,,09/09/2025,09/09/2025
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,03/16/2026,03/26/2018
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/18/2026,02/15/2023
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/18/2026,02/14/2022
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/18/2026,07/14/2023
CELECOXIB,CELECOXIB,To Be Discontinued,,08/15/2025,08/15/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,02/03/2026,07/14/2023
,Baclofen Tablet,To Be Discontinued,,04/23/2025,04/23/2025
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,09/29/2025,06/06/2018
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/19/2026,02/15/2023
,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,,06/13/2025,06/13/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE CAPSULES,Current,,11/05/2025,07/14/2023
CLONAZEPAM,CLONAZEPAM,Current,,03/16/2026,03/10/2023
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
BUMETANIDE,BUMETANIDE,Current,,03/16/2026,01/31/2018
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
SCOPOLAMINE TRANSDERMAL SYSTEM,SCOPOLAMINE TRANSDERMAL SYSTEM,To Be Discontinued,,11/03/2025,11/03/2025
DOBUTAMINE,DOBUTAMINE,To Be Discontinued,,08/27/2025,08/27/2025
,Meperidine Hydrochloride Injection,Current,,03/13/2026,05/30/2025
DECITABINE,DECITABINE,To Be Discontinued,,02/20/2026,02/20/2026
RELEXXII,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/17/2026,07/26/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,02/20/2018
LIDOCAINE,LIDOCAINE HYDROCHLORIDE,Current,,03/17/2026,02/22/2012
ATROPINE SULFATE,ATROPINE SULFATE,Current,,03/12/2026,12/20/2023
OCELLA,DROSPIRENONE AND ETHINYL ESTRADIOL,To Be Discontinued,,05/02/2025,05/02/2025
METHOTREXATE,METHOTREXATE,Current,,03/12/2026,03/13/2023
CLINISOL,"LYSINE, LEUCINE, PHENYLALANINE, VALINE, HISTIDINE, ISOLEUCINE, METHIONINE, THREONINE, TRYPTOPHAN, ALANINE, ARGININE, GLYCINE, PROLINE, GLUTAMIC ACID, SERINE, ASPARTIC ACID, TYROSINE",Current,,03/23/2026,12/08/2020
,Midazolam Hydrochloride Injection,Current,,09/29/2025,04/02/2020
BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/20/2018
,Lidocaine Hydrochloride Injection,Current,,03/13/2026,02/22/2012
SODIUM BICARBONATE,SODIUM BICARBONATE,Current,,03/16/2026,07/24/2017
ETOMIDATE,ETOMIDATE,Current,,03/02/2026,10/05/2022
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/16/2026,07/26/2023
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,09/17/2025,04/10/2020
MIDAZOLAM,MIDAZOLAM,Current,,03/12/2026,04/02/2020
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/17/2026,02/20/2018
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/05/2026,10/12/2022
,Sodium Bicarbonate Injection,To Be Discontinued,,11/07/2025,11/07/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
METHYLPHENIDATE TRANSDERMAL SYSTEM,METHYLPHENIDATE,Current,,12/18/2025,02/28/2025
DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,Current,,03/02/2026,04/10/2020
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/13/2026,10/31/2017
CARBOPLATIN,CARBOPLATIN,Current,,03/17/2026,04/28/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,03/18/2026,07/14/2023
TOBRAMYCIN,TOBRAMYCIN,To Be Discontinued,,06/16/2025,06/16/2025
FUROSEMIDE,FUROSEMIDE,Current,,03/18/2026,04/07/2020
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/18/2026,07/26/2023
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/13/2026,01/13/2022
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Current,,03/23/2026,03/21/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
BUMETANIDE,BUMETANIDE,Current,,03/17/2026,01/31/2018
GEMCITABINE,GEMCITABINE,To Be Discontinued,,09/11/2025,09/11/2025
METOPROLOL TARTRATE,METOPROLOL TARTRATE,To Be Discontinued,,06/03/2025,06/03/2025
DIVALPROEX SODIUM,DIVALPROEX SODIUM,To Be Discontinued,,04/28/2025,04/28/2025
NILUTAMIDE,NILUTAMIDE,To Be Discontinued,,12/01/2025,12/01/2025
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/18/2026,02/08/2019
VYVANSE,LISDEXAMFETAMINE DIMESYLATE,Current,,01/09/2026,07/14/2023
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,02/20/2018
SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,Resolved,,02/24/2026,03/24/2023
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
,Epinephrine Injection,To Be Discontinued,,11/07/2025,11/07/2025
DELFLEX,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE",To Be Discontinued,,03/10/2026,03/10/2026
PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/27/2026,04/10/2020
MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,To Be Discontinued,,04/28/2025,04/28/2025
MARCAINE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
CYANOKIT,HYDROXOCOBALAMIN,Current,,10/31/2025,11/04/2024
MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE,Current,,03/16/2026,04/02/2020
ETOMIDATE,ETOMIDATE,Current,,03/18/2026,10/05/2022
PIPERACILLIN AND TAZOBACTAM,PIPERACILLIN AND TAZOBACTAM,To Be Discontinued,,01/20/2026,01/20/2026
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/18/2026,02/14/2022
,Methotrexate Injection,To Be Discontinued,,08/29/2025,08/29/2025
CARBOPLATIN,CARBOPLATIN,Current,,09/29/2025,04/28/2023
LYUMJEV TEMPO PEN,INSULIN LISPRO-AABC,To Be Discontinued,,10/24/2025,10/24/2025
METOPROLOL TARTRATE,METOPROLOL TARTRATE,To Be Discontinued,,06/03/2025,06/03/2025
FLUPHENAZINE HYDROCHLORIDE,FLUPHENAZINE HYDROCHLORIDE,To Be Discontinued,,09/18/2025,09/18/2025
PROPRANOLOL,PROPRANOLOL HYDROCHLORIDE,Current,,03/17/2026,10/31/2023
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,02/14/2022
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/02/2026,07/26/2023
CARBOPLATIN,CARBOPLATIN,Current,,03/13/2026,04/28/2023
DEXTROSE IN LACTATED RINGERS,"DEXTROSE, SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, AND CALCIUM CHLORIDE",Resolved,,10/03/2025,10/11/2024
MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,To Be Discontinued,,04/28/2025,04/28/2025
LESCOL XL,FLUVASTATIN SODIUM,To Be Discontinued,,01/27/2026,01/27/2026
ROCURONIUM,ROCURONIUM BROMIDE,Current,,03/17/2026,02/15/2023
DOBUTAMINE IN DEXTROSE,DOBUTAMINE IN DEXTROSE,Current,,03/13/2026,11/06/2017
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
CEFOTAXIME,CEFOTAXIME,Current,,03/12/2026,02/17/2015
,Levothyroxine Sodium Tablet,To Be Discontinued,,07/10/2025,07/10/2025
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/12/2026,11/03/2017
HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,Current,,08/19/2025,04/07/2020
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,11/13/2025,03/27/2018
DOPAMINE HYDROCHLORIDE IN DEXTROSE,DOPAMINE HYDROCHLORIDE IN DEXTROSE,Current,,03/13/2026,11/06/2017
,Midodrine Hydrochloride Tablet,To Be Discontinued,,04/28/2025,04/28/2025
AMINOSYN-PF,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, GLYCINE, HISTIDINE, PROLINE, SERINE, TAURINE, AND TYROSINE",Current,,03/18/2026,12/08/2020
XYLOCAINE,LIDOCAINE HYDROCHLORIDE,Current,,03/17/2026,02/22/2012
MITIGO,MORPHINE SULFATE,Current,,12/18/2025,10/31/2017
HEPARIN SODIUM,HEPARIN SODIUM,Current,,03/13/2026,11/14/2017
SODIUM ACETATE,SODIUM ACETATE,Current,,03/13/2026,02/03/2016
LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/22/2012
ADDERALL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
CLONAZEPAM,CLONAZEPAM,Current,,08/19/2025,03/10/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,03/18/2026,07/14/2023
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,Resolved,,02/24/2026,03/24/2023
SODIUM CHLORIDE,SODIUM CHLORIDE,To Be Discontinued,,12/03/2025,12/03/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/17/2026,10/12/2022
OMEPRAZOLE,OMEPRAZOLE,To Be Discontinued,,10/09/2025,10/09/2025
CLONAZEPAM,CLONAZEPAM,Current,,10/15/2025,03/10/2023
VYVANSE,LISDEXAMFETAMINE DIMESYLATE,Current,,01/09/2026,07/14/2023
NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,Resolved,,02/11/2026,02/29/2024
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/13/2026,10/31/2017
STERILE WATER,WATER,Current,,03/17/2026,11/23/2021
,Everolimus Tablet,To Be Discontinued,,01/06/2026,01/06/2026
DAYPRO,OXAPROZIN,To Be Discontinued,,07/17/2025,07/17/2025
DEXMEDETOMIDINE,DEXMEDETOMIDINE,Current,,03/18/2026,04/10/2020
MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,To Be Discontinued,,04/28/2025,04/28/2025
SYNAGIS,PALIVIZUMAB,To Be Discontinued,,08/13/2025,08/13/2025
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,03/17/2026,03/23/2018
ATROPINE SULFATE,ATROPINE SULFATE,Current,,03/17/2026,01/01/2020
FUROSEMIDE,FUROSEMIDE,Current,,03/13/2026,04/07/2020
,Phenoxybenzamine Hydrochloride Capsule,To Be Discontinued,,12/01/2025,12/01/2025
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/18/2026,04/10/2020
,Methotrexate Injection,To Be Discontinued,,08/29/2025,08/29/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,09/29/2025,06/06/2018
VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,To Be Discontinued,,11/14/2025,11/14/2025
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/17/2026,10/31/2017
AMPICILLIN,AMPICILLIN SODIUM,To Be Discontinued,,12/08/2025,12/08/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,02/14/2022
METHYLPHENIDATE HYDROCHLORIDE EXTENDED-RELEASE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/16/2026,07/26/2023
BICILLIN L-A,PENICILLIN G BENZATHINE,Current,,03/13/2026,04/26/2023
LIDOCAINE,LIDOCAINE HYDROCHLORIDE,Current,,03/17/2026,02/22/2012
MARCAINE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
HYRIMOZ,ADALIMUMAB-ADAZ,To Be Discontinued,,01/13/2026,01/13/2026
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
DEXTROSE,DEXTROSE,Current,,03/19/2026,10/11/2024
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/02/2026,07/26/2023
,Oxaliplatin Injection,To Be Discontinued,,04/22/2025,04/22/2025
,Lidocaine Hydrochloride Injection,Current,,03/13/2026,02/22/2012
BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/20/2018
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,10/15/2025,10/12/2022
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,To Be Discontinued,,06/13/2025,06/13/2025
LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/22/2012
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,To Be Discontinued,,06/13/2025,06/13/2025
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/05/2026,10/12/2022
CARBOPLATIN,CARBOPLATIN,Current,,03/18/2026,04/28/2023
INSULIN DEGLUDEC,INSULIN DEGLUDEC,To Be Discontinued,,07/21/2025,07/21/2025
ROZEREM,RAMELTEON,To Be Discontinued,,03/19/2026,03/19/2026
MENEST,ESTERIFIED ESTROGENS,To Be Discontinued,,07/29/2025,07/29/2025
ADDERALL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
KLOR-CON,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE,Current,,03/18/2026,07/14/2023
TAZICEF,CEFTAZIDIME,To Be Discontinued,,11/14/2025,11/14/2025
ISONIAZID,ISONIAZID,To Be Discontinued,,07/01/2025,07/01/2025
SIMLANDI,ADALIMUMAB-RYVK,To Be Discontinued,,11/13/2025,11/13/2025
FENTANYL CITRATE,FENTANYL CITRATE,Current,,03/12/2026,12/20/2023
MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,To Be Discontinued,,04/28/2025,04/28/2025
PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,To Be Discontinued,,05/14/2025,05/14/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
CLEOCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,To Be Discontinued,,02/25/2026,02/25/2026
